text,binary,multiclass
"I can't wait to name my children after things I will never have. 
My daughter will be Hope. 
My son will be PS5 because that shit is expensive.",Hope,Sarcasm
"i tried not to look like a tourist when i went to nyc last may, but i guess i gave it away with all of the pictures i was taking.",Not Hope,Sarcasm
"That is an interesting fact, how come I have never heard such a thing..maybe a link is in order and not a stormfront or the like link please....
actually I have listened to gangsta rap...
Easy E, Snoop, NWA, and so many others, in fact they are in my truck right now.. imagine a redhead ""whitey"" takes enjoyment in listening to all kinds of music.. hmm I also have Lady Smith Black Mambazo, Nat King Cole, and while we are at it I have music that I adore from Iran, Iraq, Saudi, Turkey and so many I cant list them all... whats your point?
I would hardly call rap the decay of the 90's, apparently a lot of people listen if they are making money....
I wonder if you have a crazy relative somewhere in your past? Maybe that would explain a lot.",Not Hope,Sarcasm
"you think metro is left wing? what the hell have you been smoking, ethmi? metro is a filthy rag from the same hideous stable as the daily mail.",Not Hope,Sarcasm
Good lesson! Always take the easy way out to try and avoid consequences of actions. Instead of leaving a note on a car saying you accidently hit you...you should just casually drive away. Thanks Simone!,Not Hope,Sarcasm
"Actually, it makes sense only to you. If you look at nature for just a little while, you willl become aware of a great deal of death. But it is mostly very economical since scavengers make sure that there is minimal waste.",Not Hope,Sarcasm
"Ha, that is just an idiotic perspective. We'd have no laws (and many important ones) if you can't make a bill that doesn't affect you. Sorry Civil Rights legislation!",Not Hope,Sarcasm
It appears the safety Nazis feel gun free zones should be ran like prisons. Maybe the safety Nazis should take a field trip to their states prison system and ask the guards if guns or any other weapons ever make it into the prisons. Prisons are considered gun and drug free zones. If this was true then how can an inmate get shot by a gun in prison?,Not Hope,Sarcasm
Hush Poseidon! Be a good non-existent God and stay away from the burning bush you'll put it out and then your really be in trouble.,Not Hope,Sarcasm
"What prompted this?
I guess I need to check what website I'm in...
Your response, Orion, (like trs) is that of a gutless, spineless, dip-wad. One who would tinkle in your drawers if you made such a claim while facing me. But, I've dealt with your sorry, trashy kind before and have found that no matter what is said, you'll act like you're ten foot tall and bulletproof.
But, carry on, Orion. You've shown your true colors now. Cluck at will... emoticonXChicken emoticonXRolleyes",Not Hope,Sarcasm
"quote from johnhanks: 'quote: originally posted by inri ...sex is nothing but animalistic until it is practiced in accordance with the eucharist...  i'm fascinated. how is this done, exactly? (and just for the record - you're really saying making sex less animalistic is a good thing?)' i wouldn't even ask!!",Not Hope,Sarcasm
"You've said this on other forums as well: you don't have $10,000. You're only making a fool of yourself.",Not Hope,Sarcasm
"Who is this god you speak of? Can I call him? I have some things I'd like done and he can just say them while on the phone I'm hoping.
-Mach",Hope,Sarcasm
@ThePartridgePod Defrost the freezer with the cast of Hollyoaks. Any of them that wanted an extra fun trip could pop to the recycling centre with some empty pesto jars. Magic.,Hope,Sarcasm
"Well, considering how ambiguous and contradictory the Christian scriptures are, I guess this interpetation makes as much sense as any of the others.",Not Hope,Sarcasm
"It was an attempt at irony which is not easy for you north Americans to understand.
",Not Hope,Sarcasm
"this is called extremist logic. first of all sams cost millions of dollars and people who can afford them probably can't afford that many, secondly these rich d00ds probably like thier freedom and would not be so inclined to use them. 3rdly how many individuals do you know can afford a billion dollar nuclear arms program and build, posses, and maintain a nuclear weapon? this is absurd rationing from the land of make believe.  but to answer your question if the government can own it so should the people.",Not Hope,Sarcasm
I���m gonna miss scantrons shortening my name to ���Christ��� after 16 years,Hope,Sarcasm
"You really do hate the truth, don't you lyte! And you're a teacher? What a scary thought that is based on your twisted world view. emoticonXDonno I have my own video for you to watch, one which doesn't tell you lies by pointing to a couple examples of why 10,000 emails don't expose the fraud which has been perpetrated on humanity for a generation now.
YouTube - John Coleman - Global Warming Scam
Here's another video where he sues Al Gore: YouTube - Al Gore sued by over 30.000 Scientists for Global Warming fraud / John Coleman",Not Hope,Sarcasm
Thus you admit that you would prefer ignorance to knowledge. How sad.,Not Hope,Sarcasm
"they must suffer terribly in the deep snows of the canadian winter, eh? no wonder they're pouring south over the border. little emoticonxcensored ers.",Not Hope,Sarcasm
"i assume you are christian? do you follow everything in the bible? i guess you better get stoning of your neighbors going then for working on sunday and wearing blended fabric. oh yes i do take offense that you want to kill gay people since you believe that you can't ignor some parts of the bible. you are then comanded to kill gay people, prostitutes, and smartmouthed children.",Not Hope,Sarcasm
"I am sure you meant ""mediate"" instead of ""medicate"" ? Or, is OSU a medical school? Or, did you know the man was off his meds? Exactly what does your rant mean other than you are so frustrated if you hear of a shooting in a Republic of over 3 million it drives you batty? How many kids drowned in 5 gallon buckets between your two posts? How many in car wrecks? How many from blunt objects or knives? Actually, death by guns is far down the list so why is it you go bananas when you hear of a shooting even if someone is killed or not? You do understand there are justifiable shootings also?",Not Hope,Sarcasm
"i probably wasted time creating this debate. everyone knows blacks commit more crime than other races. who in their right mind is going to argue with that? oh wait, aveskde would argue with a sign post if it was crucial to holding his fantastical world-view together, maybe he'll bite. :)  you're projecting. you'll find that few things enrage me or emotionally motivate me.",Not Hope,Sarcasm
"I heard that as well. That civil rights activist was looney tunes. ""You'd steal a TV too if it meant bartering for formula so your baby could eat."" 
Puhleeeeze...... emoticonXRolleyes 
Gimme a break.",Not Hope,Sarcasm
"ER, you're doing the God complex again. Sandra Fluke might not even use birth control because she may very well be celibate. Only God ... and ER who thinks he's God ... know.",Not Hope,Sarcasm
"Leave it to the nice people of Hutch to yell at me to ""eat shit"" while I run. Jokes on them, I do.",Not Hope,Sarcasm
"I can't believe that you would attempt to make such an insane assertion. Clearly, God was speaking about homosexual sex, but I'm not surprised that you left out the most unambiguous scriptural references. emoticonXRolleyes",Not Hope,Sarcasm
You mean you don't think you have your own made-up religion?? How interesting! Do you really think you're fooling God? Or us?? Or even yourself??,Not Hope,Sarcasm
"neither; he was a deist who felt that the bulk of christianity was ridiculous. [source] clearly, jefferson's 'real christian' is hardly at all a true christian. in fact, jefferson felt that the beliefs that evangelicals hold today were absurd and irrational. rather than address my points in the slightest manner, your response consists entirely of this. (think i'm surprised?) and you somehow think that i'm the one being defeated? but then, with your 'understanding' of logic, nobody's surprised.",Not Hope,Sarcasm
"i love how the rightie wingnuts think that obama is a socialist muslim when their own mentally defective vp nominee is a practicing member of the pentacostal church, and a creationist. at least obama's head is screwed on properly.",Not Hope,Sarcasm
"@inkofreality @StrangerTings1 @nytimes You're so close to understanding baseline biasing. You can get there, I believe in you!",Hope,Sarcasm
Hehehe. Sounds like an American in a big SUV looking at $4/gallon gasoline with a maxed out credit card listening to fundamentalist talk radio.,Not Hope,Sarcasm
"I hurt my foot like 3 days ago,  I have no idea how, but it hurts to put pressure on it. Love that for me",Not Hope,Sarcasm
"Ooops, typo. Sorry, my bad. I imagine that it is equally as hard to smuggle a gun into the US as the UK however, although don't let that dissuade you in your search for tiny holes in my argument. If a typo that didn't really change the point of the argument was 'the abyss', I'm quite proud of myself.
",Not Hope,Sarcasm
I don't drink and I'm not overweight. But I bet you have a bad habit with junk food and FOX news/couch potatoism. With a sixpack by your side.,Not Hope,Sarcasm
The horsehoe bend was cretaed by the flood in the image of the immaculate horseshoe. repent heathen!,Not Hope,Sarcasm
"Whatever. First you say no one is calling you a hypocrite, than you say people do it, but it just an attack tactic. If you ever get to a mental state where you can entertain the possibility that a critisism of you can be grounded in reality, than go back to my post where I say ""This is why..."" and give it a read again. Maybe you'll learn somethig. Till then...",Not Hope,Sarcasm
Yeah yeah whatever and there are gay catholics also. The point is that the vast majority of baptists are the <term that has been banned>,Not Hope,Sarcasm
"And your solution to the current economic crisis is?
Wait, you don't HAVE one; it's easier to be an armchair warrior and criticize rather than propose.emoticonXAngry",Not Hope,Sarcasm
"why do they have to accept this? why doesnt the government just find a solution that satisfies both parties? oh right, because that would eliminate this great topic at election time.",Not Hope,Sarcasm
"You bet. Got a Scriptural problem with that, 'O ""jesus""? Or are you not familiar with your own inspired Word?",Not Hope,Sarcasm
what part about 'what i am going to do is use my influence to convince politicians to pass common sense gun-control laws' do you not understand? can you understand plain english? i said nothing about personally going to your property and taking away your guns. suppose someone wanted the speed limit to be lowered. kelvin's argument against that would be like this- 'do you really believe that? do you really believe it so much that you would be willing to die for your belief? then run out in the middle of the road when you see a speeding car and hope that when the driver sees you he/she will slow down. don't ask anyone else to do it. risk your own life by running out in the middle of the road.',Hope,Sarcasm
"Thinking about that time Blizzard had the brilliant idea to change everyone's name on their forums to their real names. God, what an idea that was.",Not Hope,Sarcasm
"And it could have been liberal ALIENS as well!Oooh. Can we make them gay illegal immigrants? I like that slant!Maybe they were talking about how he was ""terrorizing"" people with his fashion sense? Or maybe the ""terrorist"" comment wasn't even with regards to anything Palin said either. Maybe one of the guys thought he saw Osama bin Laden in the audience!YOU DON'T KNOW!emoticonXDonno",Not Hope,Sarcasm
Nice evasion. Now how about actually responding to my post above which was a response to your prior attack post!!!,Not Hope,Sarcasm
What seems to be mountains to other gay rights supporters are just mole hills to youemoticonXHoho,Not Hope,Sarcasm
"Reading Difficulties, huh?  There's a cure for that. It's called school. Perhaps you should go there.....",Not Hope,Sarcasm
Well with thinking challenged individuals like slimjim floating around it is no wonder we have a rogue agency with no oversight attacking the honest citizens. See Ruby Ridge and Waco for examples.,Not Hope,Sarcasm
"So you are pro-life and you hate liberals? Actually Republicans are being liberal in this case (liberal=bigger government, more laws).   But I'll assume you mean Democrats on this. What if the baby is a democrat? If it's a democratic parent it's most likely it will grow up democratic and one more person to attempt to keep abortion legal.",Not Hope,Sarcasm
"Then you must have expected him to be a mute on the show. He was basically just there; he made no worthy comments. It was so bad he had to resort to an emotional hypothetical. He made no sense, and that comment had no part in the interview. Bush doesn't send kids to Iraq. First of all they volunteer. Second of all, they are older than 18. Please let me know what comments Michael Moore made that you thought were worthy. You might have trouble.
",Not Hope,Sarcasm
Well that lets out most of the supreme court when RvW comes up! And of course 1/2 give or take of the voters would be disqualified if relevant issues come up to a vote. Perhaps we should start an effort to amend the constitution to incorporate your idea!,Hope,Sarcasm
"what does the big bang have to do with evolution?   Oh yes I know, NOTHING   Once again peddler shows he has virtually no understanding of evolution.",Not Hope,Sarcasm
Oh thats not politically kerect and secially wif the chosen one doing the world apology toure I don't see that going down.   Well lay a few on us sin baby. Give us the deal.,Not Hope,Sarcasm
"More irrational drivel, and have you forgotten that I am an arab? A smaller minority in this country than blacks? Yet you must play the race card and assume that because I oppose this criminal woman for threatening the life of her unborn child by actually holding her responsible for her own poor conduct that I am somehow a racist. Your argument is as pathetic as your character is found wanting, you immoral apologist for all that is wrong with this country.",Not Hope,Sarcasm
"You actually posted something that made good sense, and was funny too, maybe there hope for you yet.",Hope,Sarcasm
oh man! what is going on?  i vote for the 2nd coming of christ is near!,Hope,Sarcasm
"my hate of iniquity vs. your love for it? get a new dog, brummer.",Not Hope,Sarcasm
"Talk about incoherent wishful thinking. Instead of unsubstantiated claims and baseless attacks, why don't you provide, oh, I don't know, mybe some peer-reviewed EVIDENCE? You know, that little old thing that is required for anyone to take your wild claims even remotely seriously?",Not Hope,Sarcasm
Hey does anyone know of any organizations that have massive stockpiles of money that could be super useful to the world during a public crisis?????,Not Hope,Sarcasm
"Damn, takes some real gonads (wait, you're a Lib, so scratch THAT one) to claim the power to get inside the minds and hearts of the masses...a protest by Conservatives MUST be racist, but a protest by Libs is pure and righteous, correct?",Not Hope,Sarcasm
"emoticonXKill 
emoticonXKill
emoticonXKill 
I've got 7.62 reasons why this would never work......
We also have a trump card.... Its called the constitution.",Not Hope,Sarcasm
So you are an expert in this like you were about the economics of sending money out of the country?The problem with letting people like you call the shots is that you really have no idea what you are talking about.It's something I see in a lot of conservatives.,Not Hope,Sarcasm
"Why is it you leftists are incapable of actually staying on topic and responding to what an opponent is actually saying? 
On a side note, it's looking ugly out there for the socialist party. It looks like many americans are doing what I did and voting a straight republican ticket. The Rust Belt is also looking more and more like it's going republican and if that happens, it's all over for the socialists. The Senate will be turned over to a republican majority also, if the rust belt continues to turn right. Good luck to everyone. emoticonXBye
NOT REALLY, only to the conservatives. emoticonXAgree emoticonXRolleyes",Not Hope,Sarcasm
":p I wish! If I did, I'd be as wealthy as the Church, who does. emoticonXHoho",Hope,Sarcasm
"so your saying dr. tiggerroo, that my parents decided i would be gay for me. fascinating. do you have any other amazing rubbish to spit out of your mouth. i am captivated by your amazing intelligence on this subject. it sound like you have been studying this all through kindergarden. grow up, get a clue.",Not Hope,Sarcasm
So taking peoples rights away is an american value? I think I will push for legislation to make cancer surgery illegal. After all cancer cells are human life too and with modern medical tech they could become a human being also.,Hope,Sarcasm
"Don't forget cheaper to feed, take orders better, and are harder to hit.",Not Hope,Sarcasm
@xNemoooo @McDonaldsUK @tasshx Say swear you didn���t down all bev���s at Acapulco���s straight after?? ����,Not Hope,Sarcasm
"Equal doesn't mean good, saved, or even enlightened, preppie.
Try getting out of Hell by telling God you're equal with a Billy Graham.",Not Hope,Sarcasm
"yes, yes, im completely asinine. how does that improve your position? asinine or not, you have no logical rejoinder. please explain why you dont tithe. ted bundy killed young women; you failed to tithe. explain the difference according to your take on morality. you still have no answer. months and months to prepare, and here you are still unprepared. your pretense is typically human. you left your considered answer in your other suit. come. come. are we really to believe that if you could present an argument that you wouldnt? the problem is not my asininity, but that your belief in morals is an illusion. simple question: why dont you tithe?",Not Hope,Sarcasm
"So, faith and argument from incredulity. If you find it impossible please state exactly what part is impossible. Then maybe an actual scientist could take over.Major in molecular biology? Not even a full degree; not like your going to doing anything original.",Not Hope,Sarcasm
"Maybe you can provide an example so I can go to ""school"" on it?",Hope,Sarcasm
It wasn't meant as an insult...just a statement of fact. I likely have as many or more inadequacies than do you.,Not Hope,Sarcasm
"Ah?""scratching head""I just woke up,what?womens choice,her body,death penalty?ah ok gotch ya.emoticonXFrazzled",Not Hope,Sarcasm
and neither did god write them. they were writen by men and there was no devine inspiration. there is no difference between the bible and margaret mitchell's gone with the wind. oh yes i am sorry gone with the wind at least gets history correct.,Not Hope,Sarcasm
"Don't you know? GOD was the reason why something that was buried 50 years ago is the same age as baby bird hatched two hours ago!Seriously, you call yourself a scientists and you don't prostrate yourself and credit God for everything?Don't you WORSHIP and thank GOD every time your microwave turns on when you push the button?Seriously. emoticonXGood",Not Hope,Sarcasm
"No doubt Matthew! We just have this lust for killing gays. Wow, you really nailed it. We actually are pretty well organized to. Darth Vader is the president of the VA chapter for example. We soon plan on launching a weapon that actually seeks out gays....not that this matters because anyone we don't like we put in the camps.   We have a national meeting in a few months in Montana. Maybe if you wear a black robe and do the secret handshake they won't know you are gay so then you can attend. We have really good food at these events.",Not Hope,Sarcasm
Don't you have that other weird warped forum your posting in now?! Go there with your advice.,Hope,Sarcasm
So a mother can kill her handicapped child? That's going in the sig.,Not Hope,Sarcasm
"are you joking? i hope you're joking. no, it's not logical to believe in god. first, how did we get here? we got here because of evolution. this theory easily explains it. unless you are trolling, you should see the difference between a picture of africa and a picture from the movie avatar. if you are seriously trying to prove your god by comparing real life things with fictional things, then yes, you have proved your god is fictional. thank you.",Hope,Sarcasm
"i love it when 'heathens' try to tell me what my religion does or doesn't do. emoticonxrolleyes  ah yes, here come the personal attacks. duo must be getting desperate again.",Not Hope,Sarcasm
"Now, now...
You should KNOW hypocricy is wrong...except when I engage in it!",Not Hope,Sarcasm
"I'm not interested in who isn't hitting on you. Do you want an ugly, flaming, gay cellulite blubber-wench hitting on you for three years or not??? Or maybe a pod of those whales all hitting on you??
For the record, gays make normal men's skin crawl, and not in a good way. So keep the spiritually-challenged heathens out of the men's barracks, and out of their showers. Just because you and the rest of the pro-gay crowd thinks that kind of depraved activity is ok doesn't mean the rest of society does.",Not Hope,Sarcasm
"jt, france has health care for everyone and a university education if you can pass the grade. are they, too, a bunch of 'socialist pigs'? seems to me you have a kind of boogie man in your head, i.e. superstitious beliefs, not anything based on reason.",Not Hope,Sarcasm
The question in the post was about countries not states the USA. So what does your reply have to do with the topic of this post?   Besides nothing!,Not Hope,Sarcasm
"i love how many of the far rights love to say they're independant because they disagree with like maybe one republican issue, or because they have a general mistrust of government... yet on every issue (besides maybe the one) and every vote they are lock and step with the conservatives. michael savage is a far right conservative commentator. that's what he is. you can tell because all of his listeners are far right conservatives, or independants who fit into the category i described above. and you can also tell because he falls on either the conservative side of every single issue, or even further right of the conservative side of every issue. while i'm sure it helps sane conservatives sleep at night to think that hate-mongering lunatic isn't of their ilk, i'm afraid it just isn't true.",Not Hope,Sarcasm
"always remember thank your Alexa, just in case the AI take over one day",Hope,Sarcasm
"ah yes, of the course the summer rain pours when im on foot.",Not Hope,Sarcasm
"I'm not sure what the threshold for gezzerdom is, but I fear I have passed it.
Dono",Not Hope,Sarcasm
What a shock. None of this has anything to do with what I wrote.,Not Hope,Sarcasm
You'll never have that problem comic relief. You'll always be young mentally.,Not Hope,Sarcasm
"The question is do the dogs want to be protected ? Those poor dogs, for all you know they might prefer death.",Not Hope,Sarcasm
"To this administration, Keynesian economics are conservative and FDR was a tightwad.",Not Hope,Sarcasm
"I love calling my mom early in the morning and waking her up, I take it as pay back for all the times she never let me sleep in ����",Not Hope,Sarcasm
"Well as long as you ignore the evidence, why do you need proof. Blind faith works just fine.",Not Hope,Sarcasm
Well that's a stupid statement. Stupid enough that I can't even wrap my head around it and make a proper comparison.,Not Hope,Sarcasm
"...said a ""certain nobleman""...
No wonder you cause such a stink, trebor. And you accuse Easyrider of manipulation of Scripture?",Not Hope,Sarcasm
And that would make you the one that IS advocating the murder of our future generation.,Not Hope,Sarcasm
"Thank you for linking my statements wherein I did answer your question.
Of course you, someone who doesn't believe in anything can talk about getting rid of religions and yet you cry foul at perceived persecutions by Christians.",Not Hope,Sarcasm
"our lord and savior, frank ocean, has saved us all once again.",Hope,Sarcasm
"Yes, the university one is quite possibly the most nonsensical. I will never understand why people seem to think that the mere presence of a weapon makes it somehow more likely that there is going to be a problem. I have lots and lots of guns, right here at my house. Last year, the murder rate at my house was 0. I think that we can most likely maintain the same this year.   What school are you at?",Not Hope,Sarcasm
"@Mythical So worried about him. But if you're looking to save him, based on the topography I'd say it's somewhere on the east coast. Perhaps the Carolinas?",Hope,Sarcasm
"why? that doesn't make alot of sense. we say gas go over $2 during a period of relatively low demand. why would gas stabalize that a price that is lower then what it was during a period of low demand when high demand is projected with increases consumption in china the us and the industralized world as a whole? oh yes, i'm asking the person who thinks that cds are good investments during periods of low inflation. emoticonxrolleyes",Not Hope,Sarcasm
"Me thinks you are a dim wit that thinks Nero had a nice wedding with his catamite slave ' with a ceremony and everything'emoticonXLove
http://en.wikipedia.org/wiki/Ptolemaic_dynasty
'All the male rulers of the dynasty took the name Ptolemy. Ptolemaic queens, some of whom were the sisters of their husbands, were usually called Cleopatra, Arsinoe or Berenice. '
The Ptolemies actually did officially marry there sisters(with a ceremony and everything) so according to the XXXXX that is Excaliber this is great news for incestual marriage advocates. Thank dim wit lol",Not Hope,Sarcasm
"I see,... so (to you) it's not like the child has a right to it's life or anything like that.
Thanks for the clarification.",Not Hope,Sarcasm
"Oh, I see that Easyrider wants me to post some more. Anything for my old pal EZ!
",Hope,Sarcasm
"But I suppose this is all MY/Our Fault too. Huh Brady?First all of Mexico's violence was my/our fault until it was found out that the ATF was actually running guns into Mexico, now what some slimeball does in Norway is my fault. Get a clue.",Not Hope,Sarcasm
"Ok, if Max is a hillbilly for his punctuation, then you, Ray, aspire to hillbilly-hood! Max hitting some typos while talking about other's intelligence was funny . You going after someone's English is just plain ludicrous! Do you really not know how awful your writing is?",Not Hope,Sarcasm
Someone's help? Whoever are you talking about? It wasn't any much work at all. A simple search. I'm pointing it out to you in the hopes that you'll get some new material. That and the fact I'd rather not see you banned.,Hope,Sarcasm
"Oh, really?   Translation: the only amendments that rise and fall are the ones that I want to.",Not Hope,Sarcasm
"oh yeah, it's a real brain teaser. who would have thought it's possible for someone to have two parents?",Not Hope,Sarcasm
"Yeah, so if on my math test, I put ""The answer is 7 because my god says so"" and the teacher marks it wrong, he's the XXXXX?",Not Hope,Sarcasm
babe stop i���m about to gleek,Not Hope,Sarcasm
Cool then if you have a company holding your 401k based in New York does that mean they have to honor your investment in virginia? Does this also mean that you can't drive outside virginia because the sorrounding states don't have to honor your drivers license?,Not Hope,Sarcasm
"You know, I've seen this BS from you quite often. Is your life sour? Do you need to make other peoples lives as miserable as you can just so you can get through the day?",Not Hope,Sarcasm
"You're citing another crappy movie by Michael the Hutt? Man, it doesn't take an addicted researcher kept up two weeks by a thousand cups of coffee to know that Michael Moore is one of the most left-wing, anti-gun, troop-bashing producers in Hollywood. And what does that fat ignoramus have? He's ignorant. All he has is an opinion, just like you and I do. The fact that he is a celebrity does not make him any more knowledgeable than anyone else, especially when you consider that he thinks that he's the divine prophet of the universe, and that everything will be fine and dandy if you do what he says we should do.",Not Hope,Sarcasm
You seem to require a slick answer to a complicated question - so how about this:Question: Was Stalin a communist ?Answer: That's what he said he was.Hope this is glib and vacuous enough to meet with your exacting standards.,Not Hope,Sarcasm
I was hoping that talking in Old English would help him understand.,Hope,Sarcasm
"Good point here, because the media never insults right-wingers....emoticonXRolleyes 
I don't think anybody is denying that Imus' comments were tasteless and offensive. The point that is being made here is that he has the right to make such comments. He didn't discriminate against anyone. He simply said something stupid. If this is going to be considered a crime, we would all be locked away.",Not Hope,Sarcasm
"Winston, I must confess my ignorance; before this, I thought your posts couldn't possibly get any more asinine. I see I was wrong about that.
You have a spare tire just in case? Just in case of a car accident? In case your engine explodes? In case someone hijacks your car?
Congratulations, Winston. You have made by far the most asinine post I have ever seen. And you are the most asinine person I have ever seen.
",Not Hope,Sarcasm
"Balderdash! Atheism isn't science. That's nonsense. And science is atheistic in the same way that plumbing is.
",Not Hope,Sarcasm
"http://66.221.20.150/evidence/hamilt...smok/file2.htm
http://66.221.20.150/forum/files/preg.htm
http://www.lcolby.com/b-chap8.htm
http://www.lcolby.com/b-chap10.htm
http://www.lcolby.com/b-chap12.htm
http://www.lcolby.com/b-chap13.htm
Geez, what a migrain!My head hurts from all that reading, Falling!
Try to read chptr13 before chapter12, it will help you out.",Hope,Sarcasm
my neighbors taunting me outside my office window by chilling in their hot tub every remotely warm day whilst I sit here on back-to-back zooms all day every day. the audacity is astonishing.,Not Hope,Sarcasm
I���m in Canada so like Happy 4rth?,Hope,Sarcasm
And I'm guessing by your misinformed posts that you have not been high before. Did you recently watch a film called Reefer Madness by any chance?,Not Hope,Sarcasm
"So the ""Origin of Species"" has more information for theistic evolutionists than the Bible does?? Does theistic evolution believe in Satan?",Not Hope,Sarcasm
"So you would have the mother, all four fetus's die instead. Well, just so long as your conscience is clear.",Not Hope,Sarcasm
And the ability to digest nylon is not a new function?? You seem to have a different conception of 'new function' that what matches with reality.,Not Hope,Sarcasm
"I thought God forbid them to eat dead cows, or was it poultry ? emoticonXRolleyes",Not Hope,Sarcasm
oh really? then why don't we go naked and live in a forest or jungle? ................ i did not mean to say that i say we are different but the same.,Not Hope,Sarcasm
"WW, are you talking to yourself?
If not, then please learn how to attribute statements to the person who made them.",Not Hope,Sarcasm
So you support allowing a 10 y/o to buy an Uzi and carry it into a federal court house or school as long as he does not commit a crime? Wow.   And your logic about taking criminals off the street and then having no gun control concerns would be perfect...if we had a finite number of criminals. We don't. New murderers and theives and carjackers and dope dealers and bank robbers and child rapists are born every day.,Not Hope,Sarcasm
so your disproven scientist work? some of the most brillant minds in our century your disproving that? wow! perhaps you didn't look correctly. there is proven information on a multiverse and a finite universe. there are maps of a possible finite universe that we live in. and also when you type something into the internet it comes up for what you are looking for not extra information like the multiverse. i am telling you there is a finite universe out there and we may even live in one. you should not disable the fact that we don't!,Not Hope,Sarcasm
"If our erstwhlle allies would merely begin to see the world as it truly is with evil unimagined since the Nazis nearly overran all of Europe, I would be a happy man.",Hope,Sarcasm
if 2020 was a nose it���d be mine ����,Hope,Sarcasm
"you and omegawatsit are the we? or are you the same person? whatever, i'm glad for you. keep up the study and you might achieve the dizzy heights of the mid thirties by next year!",Hope,Sarcasm
"Tell me genius, how is me accurately and correctly pointing out your mistake colluding to misdirect anyone? Either you are again using words you don't know the meaning of to make such an inaccurate statement, or you're just lying. So which is it penfold, are you ignorant or just being dishonest again? emoticonXConfused",Not Hope,Sarcasm
"1984, huh? I'm sure that is all still very relevant. Actually there is a lot of discussion about the nature of Archaeopteryx. Much of it deals with whether it could fly and what it teaches us about how birds came to fly - ground up or trees down. But what they all agreed on, even back then, was that Archaeopteryx is a transitional. Taxonomic debates aren't really very meaningful, really. Creationists like to make a big deal about the fact that most taxonomists and ornithologists classify Archaeopteryx as a bird. But where else would it go? That's a limitation of the Linnean classification system - everything is put somewhere, even if it doesn't exactly fit. The only debate about the evolution of Archaeopteryx among experts is whether it evolved from theropod dinorsaurs or from archosaurs. It's still a transitional.",Not Hope,Sarcasm
@MatthewStadlen @sajidjavid Thank you so much for your insightful thoughts- I���m sure @sajidjavid is overjoyed that you ���quite like him���,Hope,Sarcasm
"so the creationists among us seem to be saying that there is no proof for evolution, am i right? well, other than the facts of fossils, dna similarities, carbon dating of remains etc. maybe you have a point. but it seems to me that there is quite a bit less proof for the existence of god... hmm a book written by people 2000 years ago? well thats definitely fact, rather than a work of 'fiction'. and how long ago was the world really 'created', 20 million years or there abouts. what was happening in those years between then and the time of jesus? maybe god was asleep. if he does sleep... hmmmm or maybe, he doesnt exist.... but then again that just couldnt be true could it... emoticonxconfused",Not Hope,Sarcasm
"As JP pointed out, Canadian, and you better believe I'll ""mouth off"" my opinions. 
Kinda difficult in a forum such as this don't you think?
",Not Hope,Sarcasm
"<Flush>Your own source said there's a cliff a mile and a half away, and I'm the liar? Go find it and jump off it, you flaming, incompetent, scatter-brained, dishonest cretin.",Not Hope,Sarcasm
"@GeoffreyBrock6 @RevRichardColes Do you really believe  that? I'd put more faith in the giant pumpkin. Wait a minute, he is the giant pumpkin!",Not Hope,Sarcasm
"dear lisa, i want to tell you you're hot. hot as in every way possible. in fact, you should eat some peyote while you dance the tarantella. the way you smell like a goddess in heat makes me want to email you and ask you if you would consider this proposition: if you'll remove that top button i would have enough nerve to plop my large foot down, showing the massive wart to you. do you like warts? i hope so. there's this longing",Hope,Sarcasm
I don't have a comment. I just like reading that part. I wish Jyohsu would read it over and over until he understands it. I also wish I'd win the lottery.,Hope,Sarcasm
"Thanks. Since peddler has clearly studied the matter in detail, perhaps he would like to detail these thesis (I'm also also carp at Latin ;)) for us?
",Hope,Sarcasm
"So AIDS is the fault of ""the gays""?emoticonXRolleyes 
lol it's been a long time, JP.",Not Hope,Sarcasm
" I think the court decision in Nunn vs. State of Georgia did the best summation of this right!"" Yeah, all liberals love overturned court cases that never saw the light through the appeals process. I think Ohio and it's Constitution finally prevailed and now they carry open or concealed.You wasn't on that Cessna were you? ",Not Hope,Sarcasm
"you can't 'drop' what you never had in the first place. he was never a 'gay pride' person. he's a gossip columnist who happens to be gay. he uses his 'gay' thing like a prop, the way some politicians use 'christianity' as a tool for votes and attention. i am not surprised you can't tell the difference... emoticonxrolleyes",Not Hope,Sarcasm
"Why is it that people don't want to admit that it was Bush's' reckless spending on a War that we didn't need , the tax cuts for the richest 2 % of America, The Fact that under Bush they had to ADD space on the Debt clock, not to mention that he was as dumb as a rock, yet they can place all this blame on Obama who inherited this mess and has done more to get us out of it than Bush or any Republican would have done. Unemployment is High, we know this, but it was on it's way up when Obama took over because under Bush more corporations left this country , more businesses closed down, the Banks were allowed to do whatever they wanted without regulation of any kind, and yet none of it is his fault?.. Enlighten me...",Not Hope,Sarcasm
"As an old science fiction buff, there's always the fertilizer solution. That would also reduce oil dependency.",Not Hope,Sarcasm
"I'm not big on the abortion issue, but are you saying that anyone who disagrees with you is sexist and arrogant? That's a tactic straight from the leftist playbook. Clearly you're the one who's arrogant, if you can make these kinds of baseless generalizations of your opponents. Isn't it you who always accuses conservatives of being intolerant of people who think differently than them? Now that's irony!",Not Hope,Sarcasm
